prime,TARGET,relation1_f-t,relation2_f-t,FAS_f-t,BAS_f-t,f_CUEfanout,TARGETfanin,rank,LSA_f-t,BEAGLE_RPs,BEAGLE_PMI,BEAGLE cosine,BEAGLE WIKI NIN,BEAGLE WIKI Cosine,LSA
insect,ant,supraordinate,NA,0.063,0.168,8,11,5,0.69,0.241017891,4.265688738,0.246380814,370,0.452335642,0.623717002
frustration,anxiety,category,NA,0.014,2.80E-02,14,12,9,0.63,0.204393607,2.433168544,0.44138891,2,0.42786198,0.597527233
spread,apart,fpa,NA,0.016,0,15,19,9,0.3,0.054346481,0.118753967,NA,NA,NA,0.229738679
evict,apartment,unclassified,NA,0.054,0,20,19,5,0.16,0.005930578,1.831163938,0.161294949,77,0.368802437,0.304005696
chimpanzee,ape,supraordinate,NA,0.054,1.40E-02,7,12,3,0.63,0.201154772,44.54680455,0.171485927,691,0.438158671,0.797691077
excuse,apology,unclassified,NA,0.02,1.30E-02,16,2,9,0.46,0.058188118,1.225326519,0.074132795,NA,0.540524438,0.696327482
vanish,appear,antonym,NA,0.026,1.70E-02,7,5,4,0.23,0.217898897,0.193498457,NA,NA,NA,0.435552801
sauce,apple,bpa,NA,0.014,0,15,48,9,0.36,0.06230076,1.216649236,0.133248234,2143,0.112470802,0.431817916
fool,april,bpa,NA,0.046,Â¥,14,3,5,0.13,0.077473463,1.056451972,0.181925654,2666,0.520981042,0.128112402
neighborhood,area,unclassified,NA,0.047,0,21,35,5,0.19,0.315679277,0.257005043,0.390546578,493,0.424680197,0.252583284
criticize,argue,unclassified,NA,0.027,0,25,16,7,0.3,0.198719444,0.39464942,0.197437945,134,0.756267305,0.722063562
feud,argument,synonym,NA,0.04,0,7,16,4,0.12,0.128653518,0.064107975,0.039196829,NA,0.277296388,0.120681237
strong,arm,functional property,fpa,0.047,0,11,43,3,0.2,0.150267344,0.122824233,0.363265561,1423,0.502937356,0.373145178
medieval,armor,script,NA,0.021,0,13,5,8,0.29,0.0370808,0.259437537,0.196583529,2229,0.250665296,0.131933764
hug,arms,functional property,NA,0.011,2.10E-02,13,11,8,0.32,0.085683227,0.434637677,0.161561089,1398,0.316746199,0.404977551
fort,army,script,NA,0.077,0,26,59,2,0.58,0.180455027,0.490608387,0.471315799,6,0.477545842,0.599126309
wrap,around,fpa,NA,0.072,0,18,22,5,0.32,0.135490192,1.63658949,NA,NA,NA,0.40546392
proud,arrogant,synonym,NA,0.024,0,22,12,7,0.26,0.04757789,2.948340872,0.087830064,NA,0.618312601,0.440979961
directions,arrow,unclassified,NA,0.039,0,18,12,5,0.33,0.054743157,0.644058681,0.192137098,3126,0.435246135,0.338903484
impression,art,unclassified,NA,0.02,0,25,52,7,0.21,0.104587838,0.17508408,0.230023007,1739,0.387980285,0.20698671
famous,artist,unclassified,NA,0.014,0,14,21,10,0.28,0.229154146,0.24216166,0.393744488,585,0.749804002,0.206183103
ashes,ashtray,instrument,NA,0.017,0,12,3,7,0.12,0.050174377,1.710612297,0.122627506,4741,NA,0.273401602
orient,asia,unclassified,NA,0.113,3.90E-02,19,6,2,0.6,0.049330245,0.297033718,0.363964241,3,0.413946475,0.319746757
pray,ask,unclassified,NA,0.033,0,15,25,4,0.18,0.118028385,0.711093104,0.199946408,858,0.536170376,0.320547062
tired,asleep,unclassified,NA,0.014,0.129,14,8,7,0.62,0.051019268,0.830371638,0.351103833,394,0.394237564,0.857871066
wipe,ass,bpa,action,0.046,0,22,10,3,0.24,0.124931308,0.37966231,0.043945598,NA,0.396464483,0.480207247
deputy,assistant,unclassified,NA,0.014,0,9,7,6,0.22,0.092673177,2.800183522,0.219278719,20,0.646884499,0.526501072
suppose,assume,synonym,NA,0.17,2.60E-02,11,5,2,0.37,0.313576655,0.118477711,0.455093776,445,0.657651297,0.701214357
carbon,atom,fpa,NA,0.013,0,12,14,9,0.18,0.11285813,15.48324405,0.190900444,962,0.475017198,0.490874925
snack,attack,fpa,NA,0.021,0,18,23,9,0.06,0.035217173,0.056541681,0.118300911,3176,0.227442264,0.053237753
feeble,attempt,fpa,NA,0.019,0,11,2,6,0.22,0.05061657,0.947918869,0.161464235,2457,0.553386271,0.391372775
cellar,attic,antonym,NA,0.047,0.04,10,6,5,0.62,0.23434997,5.426191139,0.436843166,26,0.529563002,0.713384657
grace,aunt,unclassifed,NA,0.022,0,29,8,8,0.16,0.11203612,0.76778954,0.402949609,13,0.452781843,0.306951063
under,australia,unclassified,NA,0.014,Â¥,11,3,7,0.09,0.133918477,0.051091864,NA,NA,NA,0.074066386
motor,auto,instrument,NA,0.013,0,13,13,9,0.32,0.130201004,3.299148213,0.27685979,711,0.566753014,0.609501013
estimate,average,synonym,NA,0.028,0,13,20,6,0.45,0.229256219,0.092035202,0.389947433,18,0.069502248,0.339124813
conscience,awake,unclassifed,NA,0.041,0,20,16,5,0.16,0.065231307,0.428771512,0.131985988,4069,0.415410344,0.447915546
medal,award,synonym,NA,0.17,2.80E-02,14,16,2,0.38,0.098721641,2.231188692,0.226864186,119,0.432146882,0.211089444
conscious,aware,synonym,NA,0.104,4.10E-02,16,12,4,0.6,0.466267864,1.264776688,0.43446859,8,0.666447298,0.560948152
put,away,fpa,NA,0.017,0,16,57,8,0.53,0.095354669,0.184375836,NA,NA,NA,0.715489394
chop,ax,functional property,NA,0.027,9.20E-02,15,6,8,0.51,0.074308563,1.743817331,0.327304067,15,0.269100185,0.148798
kidnap,baby,unclassified,NA,0.013,0,12,91,10,0.07,0.060496132,0.725679499,0.031626891,18647,0.451739831,0.2617886
strain,back,unclassified,NA,0.026,0,26,50,6,0.22,0.174351987,0.079309367,NA,NA,NA,0.36708702
handbag,backpack,category,NA,0.027,0,13,10,6,0.03,0,16.8634696,0.024718816,NA,0.290812467,0.626772898
bend,backward,fpa,NA,0.041,0,17,3,5,0.35,0.193291742,0.942682461,0.226974375,1227,0.240391094,0.445323527
pork,bacon,supraordinate,NA,0.012,0.05,10,13,8,0.51,0.126543268,10.65212809,0.215656111,119,0.350027347,0.898256048
guilt,bad,unclassified,NA,0.063,0,19,229,3,0.15,0.12666334,0.212465947,0.18926823,403,0.491544873,0.442240275
grab,bag,fpa,NA,0.102,0,18,36,2,0.41,0.096162668,1.632329632,0.28087429,190,0.461792194,0.644857486
cake,bake,unclassified,NA,0.033,0.402,19,16,8,0.54,0.17375663,21.25710395,0.348961248,38,0.530331477,0.516836636
catch,ball,unclassified,NA,0.155,0,19,85,3,0.34,0.145031055,1.379877911,0.39918226,153,0.592874987,0.421175358
jazz,ballet,category,NA,0.014,1.40E-02,14,9,9,0.54,0.074117492,1.140786289,0.179919132,698,0.384883839,0.339082613
inflation,balloon,unclassified,NA,0.02,0,19,7,10,0.01,0.065595515,2.027837632,0.099202779,6343,0.138258085,0.113417673
trombone,band,script,NA,0.087,0,16,37,3,0.44,0.001900818,0.96550879,0.024082864,18029,0.406014798,0.392183946
banker,bank,script,NA,0.04,0,9,37,3,0.64,0.140699581,2.85955025,0.220895762,63,0.478614143,0.684805838
restaurant,bar,unclassified,NA,0.022,0,12,46,6,0.17,0.101364741,2.092313082,0.210521881,1695,0.534980965,0.697534698
value,bargain,unclassified,NA,0.014,0,17,9,8,0.18,0.083508696,0.121735459,NA,NA,NA,0.366862659
data,base,fpa,NA,0.028,0,13,8,6,0.15,0.026218085,0.186925459,0.332965055,158,0.316944797,0.254086234
team,baseball,bpa,NA,0.071,1.40E-02,17,50,5,0.81,0.18661558,0.854982758,0.642882441,7,0.62461371,0.198756094
extinct,basic,unclassifed,NA,0.013,0,13,6,8,0.06,0.033920433,0.015768628,0.083325746,6431,0.27283172,0.013611069
waste,basket,fpa,NA,0.095,1.40E-02,19,16,2,0.04,0.069405544,0.503288533,0.140876271,6669,0.352575212,0.13635872
baseball,basketball,category,NA,0.034,0.107,18,33,5,0.84,0.771051742,4.614957491,0.722235852,3,0.730020708,0.343878914
cello,bass,category,NA,0.04,1.40E-02,13,10,5,0.24,0,10.72137901,0.102091901,1375,0.524861261,0.447601704
swatter,bat,unclassified,NA,0.014,0,8,12,5,0.04,0.05202082,0,0.022560304,NA,NA,NA
suds,bath,script,NA,0.054,0,5,20,4,0.33,0.140010363,0,0.162044634,124,NA,0.237292863
bedroom,bathroom,category,NA,0.05,1.40E-02,14,24,4,0.74,0.354206516,21.31431269,0.530586905,31,0.63508294,0.982466758
secluded,beach,fpa,NA,0.013,0,16,60,10,0.01,0.039241051,1.696880379,0.097488415,2563,0.54009149,0.644572035
support,beam,unclassified,NA,0.056,1.40E-02,25,6,3,0.14,0.071178034,0.125411948,0.151414327,11848,0.252209748,0.064517962
stalk,bean,bpa,NA,0.071,0.02,25,12,4,0.25,0.22053593,0.63959928,0.201979767,246,0.237498535,0.544564161
animal,bear,supraordinate,NA,0.016,0.136,28,27,9,0.15,0.180483568,0.082607403,0.356242665,399,0.450926831,0.361543115
shave,beard,unclassified,NA,0.123,0.09,12,7,2,0.42,0.101421643,19.23661302,0.214113032,10,0.580396369,0.780359846
antelope,beast,unclassified,NA,0.013,0,10,6,7,0.32,0.039669891,0.233427412,0.192092457,257,0.20434619,0.290396033
overpower,beat,synonym,NA,0.013,0,16,25,9,0.07,0.040488173,0.307682273,0.037453151,12356,0.200809268,0.282098346
waterfall,beautiful,perceptual property,NA,0.108,0,14,61,2,0.23,0.093333012,1.241527501,0.20462987,219,0.479801193,0.503545002
sofa,bed,category,NA,0.062,0,10,59,3,0.51,0.156841025,5.584039327,0.581433982,3,0.523795451,0.879349709
bathroom,bedroom,category,NA,0.014,0.05,14,6,10,0.74,0.354206516,21.31431269,0.530586905,3,0.63508294,0.982466758
wasp,bee,category,NA,0.304,1.60E-02,10,18,2,0.57,0.194695635,17.38045008,0.13896623,479,0.386237085,0.635473624
cornbeef,beef,supraordinate,NA,0.013,0,11,20,6,NA,0,0,NA,NA,NA,NA
champagne,beer,category,NA,0.031,0,14,67,7,0.49,0.173402223,1.245389365,0.195648445,14,0.28993211,0.636174621
foresight,before,unclassified,NA,0.021,0,16,10,9,0.24,0.037680579,0.079263597,NA,NA,NA,0.380308909
steal,beg,unclassified,NA,0.017,2.80E-02,17,10,9,0.36,0.132144275,0.420818102,0.115795251,6130,0.466800451,0.472398568
start,begin,synonym,NA,0.06,0.34,10,13,4,0.58,0.654462608,0.128025639,0.702915234,3,0.839523096,0.662948989
amateur,beginner,synonym,NA,0.128,3.30E-02,15,4,2,0.23,0.053186139,0.735600902,0.082175405,11544,0.296995923,0.227006978
birth,beginning,unclassified,NA,0.015,0,13,24,10,0.29,0.152650974,0.082750832,0.36294612,158,0.454047309,0.369246383
back,behind,synonym,NA,0.02,9.60E-02,12,13,6,0.72,0.235359364,0.240024999,NA,NA,NA,0.635160097
existence,being,synonym,NA,0.089,0,14,11,4,0.45,0.177379334,0.093196172,NA,NA,NA,0.453667031
concept,belief,unclassified,NA,0.021,0,10,21,8,0.38,0.146958885,0.27974773,0.452911273,92,0.648439526,0.58654121
doubt,believe,antonym,NA,0.027,1.30E-02,18,16,10,0.52,0.151931656,0.247996677,0.451279363,122,0.757261028,0.769880289
ring,bell,functional property,NA,0.101,0.399,13,17,2,0.44,0.140464521,1.790129119,0.414286239,28,0.329288496,0.491634132
descent,below,unclassified,NA,0.016,0,14,12,7,0.22,0.076106932,0.05558416,NA,NA,NA,0.161812717
asteroid,belt,fpa,NA,0.06,0,13,14,6,0.3,0.064243883,9.391538664,0.253202636,13,0.529499346,0.690901747
dent,bend,unclassified,NA,0.027,0,18,21,8,0.07,0.037753028,0.296833096,0.179379175,73,0.369018494,0.519877331
peak,best,synonym,NA,0.021,0,12,32,8,0.12,0.038848203,0.067004194,NA,NA,NA,0.135914959
good,better,unclassified,NA,0.018,0.174,8,14,4,0.61,1,5.14191755,NA,NA,NA,0.788189276
religious,bible,unclassified,NA,0.042,0,19,29,5,0.73,0.042152638,0.531053451,0.272714261,1025,0.559559808,0.505851125
ride,bicycle,functional property,NA,0.055,0.23,14,18,4,0.53,0.126921666,2.179820326,0.460272939,33,0.511738777,0.770655237
trees,big,bpa,NA,0.02,0,19,123,6,0.18,0.225716915,0.160018046,0.478636854,57,0.41409494,0.196988632
rack,bike,bpa,NA,0.065,4.70E-02,24,18,3,0.12,0.050480636,2.755992771,0.125042392,2625,0.305033371,0.42853034
goat,billy,bpa,NA,0.035,Â¥,16,2,6,0.34,0.11673819,1.460783183,0.233580592,788,0.324364619,0.225527084
fungi,biology,supraordinate,NA,0.065,0,14,23,5,0.07,0.03500631,0.774402276,0.134605711,2921,0.238811745,0.462186217
early,bird,fpa,NA,0.061,0,8,79,3,0.1,0.130168702,0.064549193,0.41668003,536,0.476988943,0.13663981
scrap,bit,unclassified,NA,0.046,0,20,5,6,0.33,0.0540843,0.04261531,0.287111187,90,0.089571175,0.268467083
roommate,bitch,perceptual property,NA,0.014,Â¥,19,17,10,0.06,0,0.835680667,0.085930857,5166,0.324869365,0.437899114
scratch,bite,unclassified,NA,0.014,0,13,37,9,0.19,0.16093298,0.504228064,0.093790098,7729,0.451789888,0.568605969
soot,black,perceptual property,NA,0.12,0,14,137,3,0.22,0.094461221,1.026840938,0.277813813,86,0.411470251,0.227127706
ridicule,blame,unclassified,NA,0.013,0,18,10,9,0.28,0.061251719,0.30808396,0.131204278,1328,0.511452654,0.707938076
pillow,blanket,script,NA,0.018,5.50E-02,14,19,9,0.54,0.392998688,10.00690232,0.416641701,15,0.517251571,0.756301514
starch,bleach,unclassified,NA,0.055,0,17,10,4,0.03,0.079387423,6.887329036,0.034289106,NA,0.251531938,0.419619205
peroxide,blonde,unclassified,NA,0.073,0,15,14,4,0.28,0.0038941,3.38408712,-0.009857336,NA,0.029327398,0.090280129
hound,blood,bpa,NA,0.014,1.10E-02,5,73,4,0.04,0.023158996,0.342592197,0.047933575,NA,0.29542043,0.196749018
nose,blow,action,bpa,0.034,1.40E-02,15,31,6,0.19,0.077627971,0.60384912,0.257583349,1777,0.455622664,0.55221664
adjective,blue,supraordinate,NA,0.014,0,11,62,8,0.07,0.022531435,0.07244249,0.024565654,NA,0.22878495,0.078074628
flush,blush,unclassified,NA,0.078,0,16,7,2,0.16,0.034735635,9.691738116,0.00078099,NA,0.18812363,0.304514694
cork,board,fpa,NA,0.033,0,7,33,4,0.01,0.100415951,0.075249483,0.200463444,686,0.298705897,0.129250717
gravy,boat,fpa,NA,0.032,0,13,73,9,0.16,0.051758806,0.774274339,0.132180697,1208,0.221933673,0.057257368
abdomen,body,category,NA,0.072,0,12,84,2,0.46,0.097669226,0.843720335,0.351145937,6,0.536659837,0.584277071
nuclear,bomb,fpa,NA,0.205,9.80E-02,15,25,2,0.8,0.034469344,1.838798984,0.391527617,59,0.485435634,0.530248006
bury,bone,unclassified,NA,0.056,0,21,35,4,0.11,0.126257221,0.334916203,0.127836536,3244,0.295369783,0.22086451
content,book,unclassified,NA,0.103,0,14,150,2,0.13,0.111464891,0.163563254,0.347641326,747,0.488307928,0.139454132
cowboy,boots,fpa,NA,0.113,0.126,10,10,3,0.33,0.189095538,2.823516994,0.347826666,5,0.442919472,0.425892137
bottle,booze,unclassified,NA,0.06,1.40E-02,20,8,5,0.21,0.01414758,5.542494038,0.054611666,NA,NA,0.689072558
excited,bored,antonym,NA,0.033,4.10E-02,19,7,3,0.39,0.398139388,0.829564092,0.371855358,308,0.456643476,0.730101702
symphony,boring,unclassified,NA,0.013,0,7,78,6,-0.02,0.019351214,0.121912853,0.10334073,3408,0.113628158,0.049094901
sell,borrow,unclassified,NA,0.017,0,14,12,7,0.29,0.12170697,0.138651109,0.43933517,109,0.517303835,0.273582996
captain,boss,unclassified,NA,0.014,0,13,29,9,0.07,0.116782174,0.145217949,0.290603417,570,0.400852607,0.284661903
offend,bother,unclassified,NA,0.022,0,20,17,5,0.1,0.092737161,0.16120556,0.037799403,NA,0.377324764,0.600629753
violin,bow,instrument,NA,0.026,0,12,15,8,0.22,0.035903105,1.837027695,0.125754164,1723,0.202402627,0.155203944
square,box,synonym,NA,0.034,0.194,13,55,4,0.2,0.112851409,0.153218313,0.288528609,248,0.378975956,0.155360477
champion,boxer,unclassifed,NA,0.014,1.30E-02,14,7,10,0.2,0.08588234,3.525164143,0.058877373,NA,0.550027269,0.671701676
cuddle,boy,unclassifed,NA,0.035,0,18,54,8,0.08,0.071170079,0.356805039,0.004837143,NA,NA,0.477622748
handsome,boyfriend,unclassifed,NA,0.085,0,13,17,3,0.17,0.021173917,0.788021048,0.080877671,NA,0.619330679,0.429902793
husky,boys,unclassifed,NA,0.014,0,12,15,10,0.11,0.088981696,0.251502893,0.162876575,770,0.297719845,0.324129531
adjustment,bra,unclassifed,NA,0.02,0,14,10,6,0.06,0.011804311,0,-0.009732127,NA,0.3303922,0.155999815
ankle,bracelet,fpa,NA,0.049,0,16,6,3,0.16,0.022989427,11.51962253,0.094471727,4647,0.195975491,0.258964344
einstein,brain,unclassified,NA,0.032,0,14,39,8,0.02,0.039318075,0.655362608,0.051107453,NA,0.219953661,0.268831531
perch,branch,unclassified,NA,0.02,0,8,10,4,0.15,0.052923677,0.721920196,0.063085153,11983,0.308034146,0.147487136
soldier,brave,perceptual property,NA,0.013,4.80E-02,13,17,10,0.41,0.151938855,0.414861705,0.349523274,177,0.653271215,0.543174393
courage,bravery,synonym,NA,0.082,0.238,18,3,3,0.63,0.309708787,6.932806077,0.35963553,53,0.518150988,0.648437054
flour,bread,perceptual property,NA,0.142,0,13,50,2,0.72,0.153237504,13.71645025,0.493885079,2,0.512354732,0.693576633
mend,break,antonym,NA,0.028,1.70E-02,11,80,3,0.15,0.050485483,0.753418239,0.110231714,2154,0.465569088,0.469705896
egg,breakfast,supraordinate,NA,0.036,6.80E-02,20,22,6,0.2,0.106434242,2.288806791,0.173730665,1637,0.328131405,0.210283988
oxygen,breathe,unclassfied,NA,0.126,1.40E-02,11,16,2,0.55,0.164363453,7.461369085,0.571846068,19,0.444505588,0.439289697
house,brick,bpa,NA,0.012,0.404,13,14,10,0.28,0.260488647,0.489004159,0.512959414,261,0.525389005,0.423363222
wedding,bride,script,NA,0.08,2.60E-02,18,6,4,0.81,0.084138061,7.680058622,0.371733593,51,0.783053376,0.93589334
britannica,britain,unclassified,NA,0.02,¥,7,3,4,0.01,0.000139396,0.340170255,0.089537426,2577,0.219230278,0.342036888
vegetables,broccoli,supraordinate,NA,0.036,0,21,6,7,0.68,0.02946464,24.28578306,0.205873332,185,0.40463983,0.93756365
ribs,broken,unclassified,NA,0.027,0,23,30,8,0.25,0.063446086,0.841317216,0.225156168,134,0.479572895,0.564711915
sibling,brother,supraordinate,NA,0.289,1.60E-02,12,22,2,0.26,0.277294357,1.171884174,0.152132356,276,0.625842746,0.488316284
blues,brothers,fpa,NA,0.073,¥,17,3,4,0.07,0.066119911,0.232335046,0.106768716,2408,0.624971802,0.473618167
broom,brush,category,NA,0.024,0,11,19,8,0.3,0.042907516,4.493415914,0.242415861,252,0.415546485,0.512325048
soap,bubble,perceptual property,NA,0.033,3.60E-02,22,12,6,0.1,0.088894364,2.358965066,0.058324534,19227,0.193480563,0.283084625
tub,bucket,synonym,NA,0.014,0,12,8,9,0.51,0.331511042,3.714268735,0.646102058,12,0.354217019,0.701374984
herd,buffalo,script,NA,0.069,0,8,5,3,0.68,0.128119915,2.474293085,0.355034337,37,0.290289224,0.246006837
rodent,bug,unclassified,NA,0.026,0,5,52,5,0.14,0.211543436,0.406837923,0.048138078,11004,0.392182318,0.146154839
lumber,build,unclassified,NA,0.02,0,8,35,6,0.3,0.185875661,0.355105463,0.37661174,17,0.487342107,0.273873912
creator,builder,synonym,NA,0.013,0,8,10,8,0.08,0.054518451,0.238563905,-0.051626035,NA,0.515187542,0.25384475
complex,building,bpa,NA,0.029,0,13,67,7,0.19,0.151125156,0.29649606,0.390578743,434,0.636343161,0.376459848
filthy,bum,perceptual property,NA,0.013,0,7,19,4,0.29,0.013859405,1.254760247,0.081739619,7908,0.448725831,0.711168034
grind,bump,unclassified,NA,0.046,3.40E-02,23,9,4,0.09,0.092840737,0.392963907,0.107432157,4468,0.520886337,0.637939635
plant,bush,supraordinate,NA,0.017,7.90E-02,14,18,10,0.25,0.170138469,0.13142683,0.293055441,822,0.299625926,0.116889195
statistics,business,unclassified,NA,0.013,0,17,38,8,0.15,0.135125206,0.188196261,0.365991439,52,0.502848533,0.175541031
downtown,busy,perceptual property,NA,0.068,0,24,12,4,0.46,0.076775549,0.449809813,0.412058361,3,0.639442672,0.162487421
popcorn,butter,script,NA,0.217,1.80E-02,10,30,2,0.33,0.054280076,40.39009488,0.14905554,1354,0.369325669,0.360681248
monarch,butterfly,supraordinate,NA,0.095,0,10,6,3,0.06,0.057272223,0.987919131,0.138045779,3226,0.173492278,0.13811082
hail,cab,unclassified,NA,0.041,0,11,4,6,0.04,0.021682558,0.712259711,0.006127795,NA,0.246782864,0.238961351
spinach,cabbage,category,NA,0.013,0,14,8,10,0.42,0.197007904,66.72817263,0.337414944,6,0.623972493,0.940534837
log,cabin,fpa,NA,0.109,0.415,9,11,3,0.56,0.203300477,9.758950525,0.437200817,6,0.283128337,0.230763273
medicine,cabinet,fpa,NA,0.033,0,27,8,6,0.03,0.076411702,0.063691831,0.190706518,4080,0.199287223,0.045514202
desert,cactus,script,NA,0.022,0.136,8,2,4,0.62,0.280328309,6.080242543,0.469271976,46,0.381533631,0.549821138
baker,cake,unclassifed,NA,0.169,0,14,50,2,0.26,0.045735496,0.837381662,0.154153898,2377,0.350411715,0.287810744
measure,calculate,unclassified,NA,0.027,0,23,3,6,0.39,0.338126951,0.818491716,0.514156127,26,0.669436676,0.713199712
page,call,synonym,NA,0.041,0,10,26,5,0.14,0.087382235,0.05743748,0.164891942,1387,0.394045049,0.171644461
enrage,calm,antonym,NA,0.014,0,10,43,5,0.25,0.047294121,0.715992187,NA,NA,NA,NA
media,camera,unclassified,NA,0.027,0,15,20,4,0.07,0.089025655,0.235194116,0.126557102,7572,0.365334398,0.212892421
boot,camp,fpa,NA,0.149,0,13,12,2,0.23,0.128990313,1.360530837,0.307993809,36,0.502909185,0.22001876
empty,can,bpa,NA,0.013,0,11,38,10,0.32,0.115205321,0.161014696,NA,NA,NA,0.569295144
lung,cancer,fpa,NA,0.15,0.02,11,20,2,0.83,0.183251827,13.29703386,0.507576419,3,0.791185406,0.838489476
birthday,candle,fpa,NA,0.066,0,15,14,5,0.07,0.030061438,1.621576289,0.181495942,2399,0.30434241,0.511643807
tart,candy,unclassified,NA,0.034,0,17,45,6,0.03,0.051549645,3.758057746,0.055818068,7978,0.433768223,0.399249876
cupboard,cans,script,NA,0.033,Â¥,15,2,8,0.18,0.083259504,0.123153116,0.246195519,581,0.275375456,0.151064547
impossible,cant,synonym,NA,0.046,Â¥,16,8,5,0.36,0.162331719,0,NA,NA,NA,0.161966428
competence,capability,synonym,NA,0.077,0,13,4,3,0.17,0.114418427,0.507613784,0.102933751,6201,0.487279934,0.291310813
petroleum,car,unclassified,NA,0.014,0,7,259,6,0.06,0.091494752,0.138513312,0.132961098,2598,0.27532742,0.121395145
stamp,card,unclassified,NA,0.014,0,13,31,9,0.06,0.062385511,0.358296034,0.154112072,1367,0.155610306,0.335832164
gamble,cards,unclassified,NA,0.026,3.40E-02,12,17,10,-0.02,0.055945511,0.474824086,0.022333589,NA,0.157229662,0.486455602
health,care,fpa,NA,0.021,0,21,26,8,0.49,0.158088091,4.909256548,0.549292331,9,0.842462287,0.82148493
tactful,careful,unclassified,NA,0.039,0,18,22,4,0.19,0.165963226,2.570641221,0.136757809,386,NA,0.545021052
giving,caring,unclassified,NA,0.072,0,18,22,3,0.33,0.172517193,0.101646115,0.371812913,1357,0.59155887,0.480670491
plush,carpet,perceptual property,NA,0.112,2.10E-02,23,18,2,0.22,0.072749545,8.450289362,0.183747309,60,0.295469165,0.591161798
turnip,carrot,category,NA,0.021,0,14,11,8,0.22,0.136338453,65.89554855,0.073626257,5772,0.340387658,0.86965165
tow,carry,unclassified,NA,0.027,0,13,25,6,0.15,0.230457985,0.280021139,0.10176018,2506,0.54136675,0.413597229
fleet,cars,unclassified,NA,0.027,Â¥,14,5,7,0.07,0.117335218,0.217531091,0.190739739,1422,0.261378568,0.205283042
check,cash,antonym,NA,0.1,1.30E-02,13,20,2,0.49,0.226268025,0.982235822,0.496696288,15,0.258428416,0.34946841
